frame,time_s,class_id,class_name,confidence,x1,y1,x2,y2
82,3.2865985762921697,0,person,0.41028279066085815,187.55459594726562,655.9389038085938,219.21365356445312,702.2824096679688
161,6.452955741256577,0,person,0.4091942012310028,187.72164916992188,655.9107055664062,218.7247314453125,702.2653198242188
169,6.773599504797277,0,person,0.4070332646369934,1795.9609375,599.60791015625,1817.2900390625,659.93310546875
174,6.974001857010214,0,person,0.40610837936401367,1795.318115234375,599.4888305664062,1817.244384765625,664.0840454101562
219,8.777623026926648,0,person,0.4006894826889038,187.38751220703125,656.2481689453125,219.19586181640625,702.0902099609375
220,8.817703497369235,0,person,0.40140849351882935,187.34219360351562,656.30859375,219.2799072265625,701.954345703125
245,9.819715258433922,0,person,0.4124334156513214,1794.57568359375,599.4757690429688,1817.3203125,665.0781860351562
246,9.85979572887651,0,person,0.4115470051765442,1794.5830078125,599.4782104492188,1817.32080078125,664.9845581054688
247,9.899876199319097,0,person,0.4114990830421448,1794.582763671875,599.47802734375,1817.320556640625,664.984619140625
248,9.939956669761685,0,person,0.4080789089202881,1794.5750732421875,599.4893798828125,1817.3978271484375,664.9591064453125
249,9.980037140204272,0,person,0.4109141230583191,1794.5709228515625,599.4588623046875,1817.3382568359375,665.1636962890625
250,10.020117610646858,0,person,0.43523460626602173,1794.48193359375,599.3017578125,1817.49267578125,665.1456298828125
251,10.060198081089446,0,person,0.43034183979034424,1794.51318359375,599.3681640625,1817.416015625,665.18212890625
252,10.100278551532034,0,person,0.44101887941360474,1794.6796875,599.599365234375,1817.572265625,665.26123046875
253,10.140359021974621,0,person,0.44050055742263794,1794.659912109375,599.621337890625,1817.5341796875,665.272216796875
254,10.180439492417209,0,person,0.44694066047668457,1794.72705078125,599.5252685546875,1817.487060546875,664.9461669921875
255,10.220519962859797,0,person,0.44697296619415283,1794.640625,599.5697021484375,1817.518310546875,664.8194580078125
256,10.260600433302384,0,person,0.43303632736206055,1794.946533203125,599.45751953125,1817.380615234375,664.345703125
257,10.300680903744972,0,person,0.42977967858314514,1794.916748046875,599.450927734375,1817.420166015625,664.36767578125
258,10.340761374187558,0,person,0.43049436807632446,1795.0499267578125,599.5908203125,1817.4190673828125,664.498779296875
